HQS率-,SQS率-,被打率.202,被BABIP.214,被出塁率.276,被長打率.372,K/BB3.50,K/97.09,BB/92.02,HR/91.35,GO/AO0.93,援護率-,IPR1.90,NHB%43.8%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
4.24,64.1%,-4.09,-0.47,-2.99,280,6.0,0,0,26.2,14,14,24,
