アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,26,33.8%,安打,19,63.3%
フライ,28,36.4%,四死球,10,33.3%
空三振,16,20.8%,失策出塁,1,3.3%
見三振,5,6.5%,野選,0,0.0%
犠打,2,2.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
