球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
カットボール,197,46.8%,137.4,43,22,36,55,51.3%,35.8%,0.179,56,10,1,18,2,3
ストレート,143,34.0%,146.0,15,18,42,48,52.4%,19.5%,0.182,22,4,3,2,3,1
スライダー,21,5.0%,129.3,4,9,1,3,66.7%,44.4%,0.5,4,2,0,0,0,0
フォーク,21,5.0%,137.5,6,0,3,8,42.9%,46.2%,0.25,4,1,0,0,0,0
チェンジアップ,19,4.5%,128.4,2,0,2,12,21.1%,28.6%,0.25,4,1,0,1,1,0
カーブ,15,3.6%,106.9,0,3,1,10,26.7%,0.0%,0.0,1,0,0,0,0,0
ツーシーム,5,1.2%,142.8,0,0,2,0,40.0%,0.0%,0.333,3,1,0,0,0,0
