球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
エスコンＦ,5.14,15,0,15,1,0,8,0,9,1,1,0,14.0,8,4,9,4,2,8,8,0.86,0.163,-,1.75
みずほPayPay,0.00,3,0,3,0,0,3,0,3,0,0,0,3.0,3,0,2,1,0,0,0,1.33,0.273,-,99.00
ZOZOマリン,0.00,2,0,2,0,0,1,0,1,0,0,0,2.0,1,0,4,0,0,0,0,0.5,0.143,-,99.00
楽天モバイル,4.50,3,0,3,0,0,1,0,1,0,0,0,2.0,2,0,2,0,1,3,1,1.0,0.25,-,0.67
京セラD大阪,4.91,4,0,4,1,0,1,0,2,1,1,0,3.2,4,0,2,0,1,2,2,1.09,0.308,-,1.83
ベルーナドーム,9.00,3,0,3,0,0,2,0,2,0,0,0,1.0,1,0,1,1,0,1,1,2.0,0.333,-,1.00
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,0.00,1,0,1,0,0,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0.0,0.0,-,99.00
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,0.00,1,0,1,0,0,1,0,1,0,0,0,0.2,0,0,1,0,0,0,0,0.0,0.0,-,99.00
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
