防御率4.05,試合32,先発0,救援32,連投(試)0,連投(日)0,勝利2,敗戦0,HLD18,Ｓ0,ＨＰ20,ＳＰ2,救勝2,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
1.000,26.2,107,421,15.8,19,4,21,6,0,4,1,0,14,12,0.94,-
