アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,16,29.1%,安打,26,78.8%
フライ,26,47.3%,四死球,6,18.2%
空三振,9,16.4%,失策出塁,1,3.0%
見三振,2,3.6%,野選,0,0.0%
犠打,2,3.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
