球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,1182,48.2%,151.6,81,235,266,364,49.2%,13.9%,0.245,277,68,3,51,31,5
チェンジアップ,508,20.7%,138.7,80,104,88,141,53.5%,30.4%,0.215,121,26,3,28,15,0
カットボール,315,12.9%,140.0,38,40,57,127,42.9%,25.7%,0.309,55,17,0,5,2,2
ナックルカーブ,285,11.6%,130.6,25,35,31,142,31.9%,23.1%,0.224,67,15,0,15,3,1
スライダー,160,6.5%,131.7,16,12,19,86,29.4%,25.8%,0.216,37,8,3,10,0,1
