アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,167,38.6%,安打,134,66.0%
フライ,143,33.0%,四死球,64,31.5%
空三振,75,17.3%,失策出塁,5,2.5%
見三振,34,7.9%,野選,0,0.0%
犠打,14,3.2%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
