打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.287,57,208,181,28,52,10,1,7,85,25,28,15,1,5,2,5,2,2,2,0.35,0.47,0.819
Visitor,0.281,58,193,167,25,47,11,0,1,61,16,40,16,0,6,2,2,3,2,0,0.361,0.365,0.727
