打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,80,22,0.275,2,14,6,1,1,0.322
2打席目,76,22,0.289,1,11,9,0,2,0.356
3打席目,74,20,0.27,1,16,12,1,0,0.372
4打席目,67,18,0.269,2,12,9,1,0,0.355
5打席目以上,33,13,0.394,2,7,5,1,3,0.439
