チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.291,19,68,55,9,16,5,0,2,27,6,12,8,0,4,0,1,1,1,0,0.412,0.491,0.903
阪神,0.281,21,70,64,3,18,1,0,0,19,4,12,4,0,1,0,1,0,1,0,0.329,0.297,0.625
広島,0.25,22,91,80,14,20,4,1,2,32,13,10,5,0,2,1,3,1,1,0,0.3,0.4,0.7
ヤクルト,0.36,22,84,75,15,27,6,0,3,42,10,12,5,0,1,1,2,3,1,0,0.398,0.56,0.958
中日,0.246,22,79,65,10,16,5,0,1,24,8,16,9,1,3,2,0,0,0,2,0.364,0.369,0.733
