球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,1.32,19,2,17,2,2,2,0,3,1,1,1,27.1,18,1,20,8,0,4,4,0.95,0.188,1.80,5.78
甲子園,1.35,4,1,3,0,0,0,0,0,0,0,0,6.2,7,0,4,2,0,1,1,1.35,0.318,3.60,99.00
横浜,13.50,3,0,3,1,0,0,0,1,1,1,0,2.0,3,0,1,3,0,3,3,3.0,0.333,-,0.67
マツダスタジアム,2.53,6,1,5,2,2,0,0,2,2,2,1,10.2,15,0,10,1,0,5,3,1.5,0.349,1.50,2.83
神宮,3.52,3,1,2,0,0,0,0,0,0,0,0,7.2,8,1,4,3,1,3,3,1.43,0.276,0.00,3.67
バンテリンドーム,0.00,2,0,2,0,0,1,0,1,0,0,0,1.1,0,0,3,0,0,0,0,0.0,0.0,-,99.00
Ce その他,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,1,0,0,0,2.0,0.25,-,99.00
みずほPayPay,0.00,2,0,2,0,0,0,0,0,0,0,0,1.1,1,0,4,1,0,0,0,1.5,0.2,-,99.00
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,1.0,0.25,-,99.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
