アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,63,36.4%,安打,54,73.0%
フライ,54,31.2%,四死球,20,27.0%
空三振,37,21.4%,失策出塁,0,0.0%
見三振,9,5.2%,野選,0,0.0%
犠打,10,5.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
