左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
53.7% (145),53.7% (145),53.7% (145),19.3% (52),19.3% (52),19.3% (52),27.0% (73),27.0% (73),27.0% (73)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
52.9% (36),90.9% (10),51.8% (99),23.5% (16),0.0% (0),18.8% (36),23.5% (16),9.1% (1),29.3% (56)
