条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.182,215,203,37,6,0,6,6,66,8,4,0,0,0.228
1塁,0.259,91,81,21,6,0,2,4,20,7,2,1,0,0.333
2塁,0.241,35,29,7,3,0,1,6,9,6,0,0,0,0.371
3塁,0.1,10,10,1,1,0,0,1,3,0,0,0,0,0.1
1・2塁,0.25,38,36,9,2,0,2,10,7,2,0,0,0,0.289
1・3塁,0.167,13,12,2,0,0,0,3,3,0,0,0,1,0.154
2・3塁,0.25,9,8,2,0,0,0,3,2,1,0,0,0,0.333
満塁,0.0,6,6,0,0,0,0,0,2,0,0,0,0,0.0
得点圏,0.208,111,101,21,6,0,3,23,26,9,0,0,1,0.27
