HQS率-,SQS率-,被打率.164,被BABIP.227,被出塁率.208,被長打率.246,K/BB5.91,K/910.32,BB/91.75,HR/90.48,GO/AO0.96,援護率-,IPR8.10,NHB%50.0%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
1.59,92.8%,13.57,1.60,11.71,690,3.0,0,0,56.2,7,29,54,
