防御率1.11,試合58,先発0,救援58,連投(試)0,連投(日)0,勝利3,敗戦2,HLD3,Ｓ46,ＨＰ6,ＳＰ49,救勝3,救敗2,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.600,56.2,211,818,14.4,32,3,65,11,3,0,1,0,7,7,0.76,-
