打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,53,17,0.321,3,4,7,0,0,0.4
2打席目,56,15,0.268,0,2,4,0,0,0.317
3打席目,54,17,0.315,2,5,3,2,0,0.351
4打席目,46,9,0.196,2,4,2,3,0,0.229
5打席目以上,6,2,0.333,0,0,0,1,0,0.333
