球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
京セラD大阪,.292,37,123,113,10,33,6,1,1,44,11,8,6,0,0,4,0,0,0,0,.328,.389,0.717
みずほPayPay,.130,7,24,23,1,3,0,0,0,3,0,5,1,0,0,0,0,0,0,0,.167,.130,0.297
エスコンＦ,.333,7,25,24,3,8,3,0,1,14,7,0,1,0,0,0,0,0,0,0,.360,.583,0.943
ZOZOマリン,.290,9,34,31,6,9,0,1,2,17,7,3,1,0,1,1,0,0,0,1,.333,.548,0.882
楽天モバイル,.417,4,16,12,1,5,0,0,1,8,4,0,3,0,0,1,0,0,0,0,.533,.667,1.2
ベルーナドーム,.375,3,9,8,1,3,0,1,0,5,1,0,1,0,0,0,0,0,0,0,.444,.625,1.069
Pa その他,.200,4,17,15,3,3,0,0,2,9,5,1,2,0,0,0,0,0,0,0,.294,.600,0.894
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.500,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.500,.500,1.0
バンテリンドーム,1.000,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
