球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
楽天モバイル,.283,58,233,219,23,62,7,1,2,77,15,41,10,0,1,2,1,7,2,0,.316,.352,0.668
みずほPayPay,.205,11,42,39,2,8,0,0,0,8,2,5,2,0,0,1,0,3,0,0,.244,.205,0.449
エスコンＦ,.378,10,39,37,9,14,2,2,1,23,3,3,1,0,0,1,0,3,1,1,.395,.622,1.016
ZOZOマリン,.189,9,40,37,2,7,0,0,1,10,3,5,1,0,0,2,0,2,0,0,.211,.270,0.481
京セラD大阪,.237,10,40,38,3,9,1,0,0,10,2,7,0,0,0,1,1,2,1,0,.231,.263,0.494
ベルーナドーム,.310,11,42,42,7,13,0,2,2,23,4,7,0,0,0,0,0,1,0,0,.310,.548,0.857
Pa その他,.200,6,21,20,2,4,0,0,0,4,1,5,0,0,0,1,0,2,0,1,.200,.200,0.4
東京ドーム,.182,3,12,11,1,2,1,0,0,3,0,1,1,0,0,0,0,1,0,0,.250,.273,0.523
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.083,3,13,12,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.154,.083,0.237
神宮,.429,3,9,7,1,3,0,0,0,3,1,1,1,0,1,0,0,1,0,0,.556,.429,0.984
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
