球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,35,44.3%,140.3,0,7,6,12,37.1%,0.0%,0.5,10,5,1,0,1,0
スライダー,16,20.3%,124.2,4,2,4,2,62.5%,33.3%,0.6,5,3,0,1,0,0
カーブ,13,16.5%,118.6,2,1,0,6,23.1%,33.3%,0.25,4,1,0,0,0,0
ツーシーム,8,10.1%,139.1,1,1,0,4,25.0%,33.3%,0.333,3,1,0,1,0,0
チェンジアップ,7,8.9%,124.2,0,0,1,5,14.3%,0.0%,1.0,1,1,0,0,0,0
