打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.255,26,109,102,6,26,4,0,0,30,10,11,7,0,0,0,0,0,0,1,0.303,0.294,0.597
Nighter,0.256,115,465,426,32,109,18,0,14,169,57,65,33,6,1,0,5,4,1,6,0.308,0.397,0.704
