左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.7% (209),46.7% (209),46.7% (209),19.6% (88),19.6% (88),19.6% (88),33.7% (151),33.7% (151),33.7% (151)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
45.5% (55),92.9% (13),45.0% (141),29.8% (36),7.1% (1),16.3% (51),24.8% (30),0.0% (0),38.7% (121)
