球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,553,50.7%,152.9,56,90,126,186,49.2%,20.2%,.225,120,27,2,30,13,4
フォーク,513,47.0%,140.2,140,72,81,165,57.1%,50.7%,.176,108,19,1,54,10,5
カーブ,24,2.2%,127.1,3,3,3,12,37.5%,33.3%,.500,4,2,0,1,0,0
スライダー,1,0.1%,141.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
