HQS率-,SQS率-,被打率.207,被BABIP.308,被出塁率.301,被長打率.272,K/BB3.70,K/911.89,BB/93.22,HR/90.42,GO/AO0.67,援護率-,IPR3.78,NHB%29.2%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
2.19,83.1%,6.91,0.80,8.73,633,12.1,0,0,64.1,17,19,52,
