球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,1051,44.7%,144.2,43,217,201,350,43.9%,8.9%,.302,258,78,11,26,35,3
スライダー,480,20.4%,129.7,45,85,68,216,41.3%,25.1%,.275,91,25,2,26,7,0
フォーク,423,18.0%,134.4,76,44,57,166,41.8%,35.7%,.235,102,24,3,23,4,0
チェンジアップ,259,11.0%,129.6,49,29,23,101,39.0%,38.0%,.157,70,11,4,14,4,0
カットボール,138,5.9%,136.2,11,19,35,46,47.1%,15.1%,.200,30,6,0,3,4,0
カーブ,2,0.1%,118.5,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
