球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ZOZOマリン,2.93,11,11,0,6,3,0,0,0,0,0,0,70.2,70,8,41,25,1,26,23,1.34,0.262,4.24,-
みずほPayPay,2.81,3,3,0,1,0,0,0,0,0,0,0,16.0,18,3,17,7,0,5,5,1.56,0.277,4.26,-
エスコンＦ,4.34,3,3,0,0,3,0,0,0,0,0,0,18.2,16,5,14,6,1,12,9,1.18,0.239,1.29,-
楽天モバイル,4.26,3,3,0,0,2,0,0,0,0,0,0,19.0,15,2,11,9,0,9,9,1.26,0.221,2.05,-
京セラD大阪,3.86,1,1,0,0,1,0,0,0,0,0,0,4.2,4,0,4,5,0,3,2,1.93,0.25,1.80,-
ベルーナドーム,8.18,2,2,0,1,1,0,0,0,0,0,0,11.0,17,2,4,1,1,10,10,1.64,0.34,2.77,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,3.60,1,1,0,0,0,0,0,0,0,0,0,5.0,4,0,1,1,0,2,2,1.0,0.222,3.00,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
