球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
京セラD大阪,.167,21,58,54,4,9,2,0,0,11,1,22,2,0,1,1,0,1,0,0,.211,.204,0.414
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,.154,5,13,13,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,.154,.154,0.308
ZOZOマリン,.154,5,13,13,2,2,1,0,0,3,0,3,0,0,0,0,0,0,0,0,.154,.231,0.385
楽天モバイル,.250,3,9,8,1,2,0,0,0,2,0,1,1,0,0,0,0,1,0,0,.333,.250,0.583
ベルーナドーム,.000,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,.000,.000,0.0
Pa その他,.333,6,22,21,4,7,1,0,2,14,2,5,1,0,0,0,0,2,0,0,.364,.667,1.03
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,1.000,3,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.000,1.000,2.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.286,2,9,7,2,2,0,0,0,2,1,2,1,0,0,1,0,0,0,0,.375,.286,0.661
バンテリンドーム,.667,3,6,3,1,2,1,0,0,3,1,0,2,0,0,0,1,0,0,0,.667,1.000,1.667
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
