チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.0,5,11,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0
日本ハム,0.25,7,18,16,1,4,1,0,0,5,0,4,1,0,0,1,0,0,0,0,0.294,0.313,0.607
ロッテ,0.176,10,34,34,4,6,2,0,0,8,0,12,0,0,0,0,0,0,0,0,0.176,0.235,0.412
楽天,0.227,7,23,22,3,5,1,0,0,6,1,5,1,0,0,0,0,1,0,0,0.261,0.273,0.534
西武,0.316,8,21,19,3,6,0,0,2,12,2,5,1,0,1,0,0,3,0,0,0.381,0.632,1.013
