打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,37,5,0.135,0,9,2,2,0,0.179
2打席目,38,9,0.237,0,6,3,0,0,0.293
3打席目,34,3,0.088,0,9,1,3,0,0.114
4打席目,22,8,0.364,0,4,1,1,0,0.391
5打席目以上,6,2,0.333,0,1,0,1,0,0.333
