左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
43.9% (54),43.9% (54),43.9% (54),20.3% (25),20.3% (25),20.3% (25),35.8% (44),35.8% (44),35.8% (44)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
42.9% (15),- (0),44.3% (39),34.3% (12),- (0),14.8% (13),22.9% (8),- (0),40.9% (36)
