条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.292,153,137,40,6,0,4,18,10,0,4,2
対左打者,0.221,116,104,23,3,0,1,23,6,3,3,0
