種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.75,9,3,6,1,0,0,0,0,0,0,0,19.2,21,2,9,5,1,6,6,1.32,0.276,8.36,-
Nighter,2.53,16,5,11,1,0,1,0,1,0,0,0,46.1,42,3,32,11,2,14,13,1.14,0.255,2.0,3.83
