アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,91,48.7%,安打,63,76.8%
フライ,48,25.7%,四死球,19,23.2%
空三振,32,17.1%,失策出塁,0,0.0%
見三振,9,4.8%,野選,0,0.0%
犠打,7,3.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
