HQS率-,SQS率-,被打率.229,被BABIP.280,被出塁率.306,被長打率.295,K/BB1.92,K/97.67,BB/93.99,HR/90.31,GO/AO1.59,援護率-,IPR1.96,NHB%27.6%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
2.70,61.8%,-4.10,-0.47,-1.09,128,8.2,0,0,29.1,15,8,21,
