種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,5.14,14,0,14,0,0,0,0,0,0,0,0,14.0,14,0,14,7,0,8,8,1.5,0.275,-,1.75
Visitor,1.76,15,0,15,1,1,3,0,4,1,1,1,15.1,10,1,11,6,0,7,3,1.04,0.185,-,2.19
