アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,105,37.4%,安打,87,81.3%
フライ,122,43.4%,四死球,15,14.0%
空三振,35,12.5%,失策出塁,5,4.7%
見三振,13,4.6%,野選,0,0.0%
犠打,6,2.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
