種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,2.07,9,9,0,6,2,0,0,0,0,0,0,61.0,46,4,28,3,5,14,14,0.8,0.21,3.2,-
Visitor,4.14,7,7,0,3,2,0,0,0,0,0,0,37.0,41,1,20,4,3,17,17,1.22,0.279,3.56,-
