種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.63,6,6,0,3,1,0,0,0,0,0,0,37.2,30,3,20,2,0,11,11,0.85,0.217,3.83,-
Nighter,2.98,10,10,0,6,3,0,0,0,0,0,0,60.1,57,2,28,5,8,20,20,1.03,0.25,3.05,-
