球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,666,47.8%,137.0,27,170,128,200,48.8%,9.1%,0.298,161,48,3,26,4,4
チェンジアップ,337,24.2%,113.2,44,64,56,88,48.7%,23.8%,0.163,104,17,2,20,2,1
カットボール,174,12.5%,130.9,4,24,45,59,42.0%,4.4%,0.163,43,7,0,1,0,3
スライダー,91,6.5%,115.3,5,25,12,28,46.2%,13.2%,0.318,22,7,0,1,0,0
ツーシーム,86,6.2%,130.6,3,30,11,18,51.2%,7.9%,0.292,24,7,0,0,0,0
カーブ,29,2.1%,97.9,3,9,2,8,48.3%,25.0%,0.143,7,1,0,0,0,0
スローボール,11,0.8%,85.8,0,4,0,2,36.4%,0.0%,0.0,5,0,0,0,0,0
