打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,16,5,0.313,1,2,1,0,0,0.353
2打席目,15,4,0.267,0,6,0,0,1,0.25
3打席目,12,1,0.083,0,3,3,0,1,0.25
4打席目,13,4,0.308,1,1,1,0,0,0.357
5打席目以上,2,1,0.5,0,0,0,0,0,0.5
