アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,18,40.9%,安打,15,71.4%
フライ,14,31.8%,四死球,5,23.8%
空三振,9,20.5%,失策出塁,1,4.8%
見三振,3,6.8%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
