左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
51.1% (23),51.1% (23),51.1% (23),22.2% (10),22.2% (10),22.2% (10),26.7% (12),26.7% (12),26.7% (12)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
46.2% (6),100.0% (2),50.0% (15),23.1% (3),0.0% (0),23.3% (7),30.8% (4),0.0% (0),26.7% (8)
