背番,名前,腕,最終登板,防御率,試合,先発,救援,連投(試),連投(日),勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,完投,完封,無四球,勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,詳細URL,nf3_player_id
54,オスナ,右,10/3,4.15,26,0,26,0,0,3,1,6,8,9,11,3,1,0,0,0,.750,26.0,106,371,14.3,23,2,16,6,1,3,0,0,12,12,https://nf3.sakura.ne.jp/Pacific/H/p/54_stat.htm,54
