球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,172,46.4%,152.2,6,24,41,61,41.3%,6.9%,0.19,42,8,1,5,3,2
カットボール,69,18.6%,148.6,8,4,18,25,43.5%,20.0%,0.333,15,5,0,2,1,1
スライダー,66,17.8%,143.3,11,10,16,14,56.1%,26.2%,0.333,18,6,1,3,0,0
チェンジアップ,57,15.4%,137.0,11,4,7,25,38.6%,39.3%,0.133,15,2,0,5,1,0
ツーシーム,7,1.9%,149.0,0,3,2,0,71.4%,0.0%,0.667,3,2,0,1,0,0
