種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.13,8,0,8,0,0,3,3,3,3,0,0,8.0,5,0,4,1,1,1,1,0.75,0.185,-,8.0
Nighter,5.5,18,0,18,3,1,3,5,6,8,3,1,18.0,18,2,12,5,2,11,11,1.28,0.273,-,1.64
