HQS率-,SQS率-,被打率.247,被BABIP.276,被出塁率.311,被長打率.376,K/BB2.67,K/95.54,BB/92.08,HR/90.69,GO/AO0.49,援護率-,IPR2.17,NHB%38.5%
FIP,LOB%,RSAA,RSWIN,PR,KD,失点時回数,援護回,援護点,救援時回数,救援時失点,NHB,無失点,
3.43,68.5%,-2.34,-0.27,-3.22,248,6.0,0,0,26.0,12,10,20,
