条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.275,49,40,11,1,1,2,10,4,2,2,1
対左打者,0.226,57,53,12,1,1,0,6,2,1,1,0
