条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.174,49,46,8,1,0,2,2,15,2,1,0,0,0.224
1塁,0.2,22,20,4,1,0,1,2,4,2,0,0,0,0.273
2塁,0.111,10,9,1,0,0,0,0,4,1,0,0,0,0.2
3塁,1.0,2,1,1,0,0,0,1,0,1,0,0,0,1.0
1・2塁,0.25,4,4,1,0,0,0,1,1,0,0,0,0,0.25
1・3塁,0.333,6,6,2,1,0,0,2,2,0,0,0,0,0.333
2・3塁,0.0,3,3,0,0,0,0,1,1,0,0,0,0,0.0
満塁,0.0,3,2,0,0,0,0,1,0,0,0,0,1,0.0
得点圏,0.2,28,25,5,1,0,0,6,8,2,0,0,1,0.25
