条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.234,233,214,50,9,1,4,54,13,3,2,1
対左打者,0.29,297,272,79,19,1,4,38,15,4,4,2
