球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ZOZOマリン,4.34,8,8,0,0,4,0,0,0,0,0,0,47.2,48,3,40,9,4,23,23,1.2,0.259,1.37,-
みずほPayPay,5.06,3,3,0,0,1,0,0,0,0,0,0,16.0,20,2,13,2,0,10,9,1.38,0.317,4.26,-
エスコンＦ,3.00,3,3,0,1,1,0,0,0,0,0,0,18.0,11,2,15,8,1,6,6,1.06,0.172,0.86,-
楽天モバイル,4.70,3,3,0,1,2,0,0,0,0,0,0,15.1,18,1,11,5,0,8,8,1.5,0.286,1.00,-
京セラD大阪,0.00,1,1,0,1,0,0,0,0,0,0,0,6.0,5,0,2,2,0,0,0,1.17,0.238,7.71,-
ベルーナドーム,5.40,1,1,0,0,0,0,0,0,0,0,0,5.0,10,0,3,1,0,3,3,2.2,0.417,4.50,-
Pa その他,1.29,1,1,0,0,1,0,0,0,0,0,0,7.0,5,0,4,0,0,1,1,0.71,0.208,0.00,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,11.25,1,1,0,0,0,0,0,0,0,0,0,4.0,8,0,2,0,1,6,5,2.0,0.4,18.00,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,0.00,1,1,0,0,0,0,0,0,0,0,0,6.0,4,0,2,1,1,0,0,0.83,0.182,0.00,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
