防御率5.96,試合27,先発0,救援27,連投(試)0,連投(日)0,勝利0,敗戦1,HLD5,Ｓ0,ＨＰ5,ＳＰ0,救勝0,救敗1,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.000,25.2,117,430,16.8,32,3,25,7,1,3,0,0,17,17,1.52,-
