球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ZOZOマリン,6.55,12,0,12,0,0,4,0,4,0,0,0,11.0,13,1,6,3,0,8,8,1.45,0.289,-,1.38
みずほPayPay,0.00,1,0,1,0,0,0,0,0,0,0,0,1.1,0,0,1,0,0,0,0,0.0,0.0,-,99.00
エスコンＦ,0.00,2,0,2,0,0,0,0,0,0,0,0,2.0,2,0,4,0,1,0,0,1.0,0.25,-,99.00
楽天モバイル,13.50,1,0,1,0,0,0,0,0,0,0,0,2.0,5,1,4,1,1,3,3,3.0,0.455,-,0.67
京セラD大阪,1.80,6,0,6,0,1,1,0,1,0,0,1,5.0,4,0,4,2,0,1,1,1.2,0.235,-,5.00
ベルーナドーム,0.00,1,0,1,0,0,0,0,0,0,0,0,0.2,1,0,1,0,0,0,0,1.5,0.333,-,99.00
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
東京ドーム,18.00,1,0,1,0,0,0,0,0,0,0,0,1.0,3,0,2,1,1,2,2,4.0,0.5,-,0.50
甲子園,0.00,1,0,1,0,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0.0,0.0,-,99.00
横浜,13.50,2,0,2,0,0,0,0,0,0,0,0,2.0,4,1,2,0,0,3,3,2.0,0.4,-,0.67
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
