球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
横浜,.333,45,181,165,29,55,10,0,11,98,27,31,8,2,7,0,1,2,1,1,.387,.594,0.981
東京ドーム,.200,6,25,25,1,5,3,0,0,8,3,5,0,0,0,0,0,0,0,0,.200,.320,0.52
甲子園,.176,4,17,17,2,3,0,0,1,6,1,5,0,0,0,0,0,0,0,0,.176,.353,0.529
マツダスタジアム,.281,8,33,32,3,9,4,0,1,16,4,5,1,0,0,0,0,0,1,4,.303,.500,0.803
神宮,.324,8,40,34,5,11,3,0,2,20,8,5,4,1,2,0,0,1,2,0,.425,.588,1.013
バンテリンドーム,.235,8,34,34,3,8,0,0,0,8,0,9,0,0,0,0,0,0,0,0,.235,.235,0.471
Ce その他,.111,2,10,9,0,1,1,0,0,2,0,3,1,1,0,0,0,0,0,0,.200,.222,0.422
みずほPayPay,.222,3,11,9,0,2,1,0,0,3,2,5,1,1,1,0,0,0,0,1,.364,.333,0.697
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.111,2,9,9,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.111,.111,0.222
京セラD大阪,.231,6,27,26,4,6,2,0,1,11,4,5,1,0,0,0,0,0,0,0,.259,.423,0.682
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,.000,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
