月名,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
3・4月,.267,25,109,101,11,27,8,0,3,44,17,15,5,1,3,0,0,1,0,3,.321,.436,0.757
5月,.343,24,107,99,19,34,9,0,7,64,19,23,5,1,2,0,1,2,0,0,.383,.646,1.03
6月,.220,22,87,82,7,18,3,0,3,30,7,20,3,1,2,0,0,0,1,1,.264,.366,0.63
7月,.268,22,88,82,11,22,4,0,3,35,6,18,3,2,3,0,0,0,3,2,.318,.427,0.745
8月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
9月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
10月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
11月,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
