左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
53.7% (153),53.7% (153),53.7% (153),17.5% (50),17.5% (50),17.5% (50),28.8% (82),28.8% (82),28.8% (82)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
49.4% (42),62.5% (10),54.9% (101),24.7% (21),12.5% (2),14.7% (27),25.9% (22),25.0% (4),30.4% (56)
