条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.257,239,226,58,12,0,10,51,6,6,0,1
対左投手,0.312,152,138,43,12,0,6,25,10,4,0,0
