打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.214,36,83,70,7,15,0,1,1,20,8,12,5,1,7,0,1,1,0,0,0.325,0.286,0.611
Nighter,0.255,57,115,102,6,26,3,1,1,34,15,17,8,0,4,1,0,0,0,1,0.333,0.333,0.667
