アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,36,37.5%,安打,29,69.0%
フライ,29,30.2%,四死球,11,26.2%
空三振,26,27.1%,失策出塁,2,4.8%
見三振,5,5.2%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
