左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
43.6% (41),43.6% (41),43.6% (41),22.3% (21),22.3% (21),22.3% (21),34.0% (32),34.0% (32),34.0% (32)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
40.7% (11),100.0% (2),43.1% (28),22.2% (6),0.0% (0),23.1% (15),37.0% (10),0.0% (0),33.8% (22)
