アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,8,13.3%,安打,21,77.8%
フライ,31,51.7%,四死球,6,22.2%
空三振,14,23.3%,失策出塁,0,0.0%
見三振,6,10.0%,野選,0,0.0%
犠打,1,1.7%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
