条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.357,32,28,10,4,0,0,7,2,0,1,1
対左打者,0.296,27,27,8,1,1,0,5,0,0,0,0
