球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,137,60.9%,154.0,8,23,39,35,51.1%,10.1%,0.361,36,13,0,5,1,0
スライダー,47,20.9%,140.5,10,1,6,21,36.2%,40.0%,0.167,12,2,0,4,0,0
ツーシーム,41,18.2%,148.2,8,5,6,18,46.3%,44.4%,0.429,7,3,0,3,0,0
