球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
甲子園,.239,35,97,92,5,22,3,1,1,30,8,11,2,1,3,0,0,0,1,0,.278,.326,0.604
東京ドーム,.167,8,23,18,1,3,1,0,0,4,1,4,4,0,1,0,0,0,0,0,.348,.222,0.57
横浜,.308,7,27,26,2,8,2,0,0,10,1,4,0,0,1,0,0,0,0,0,.333,.385,0.718
マツダスタジアム,.364,7,23,22,1,8,2,0,0,10,3,2,0,0,1,0,0,0,0,0,.391,.455,0.846
神宮,.250,4,13,12,1,3,1,0,0,4,1,3,1,0,0,0,0,0,0,0,.308,.333,0.641
バンテリンドーム,.250,3,12,12,0,3,1,0,0,4,1,4,0,0,0,0,0,0,0,0,.250,.333,0.583
Ce その他,.200,2,5,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.200,.200,0.4
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.000,3,9,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,.111,.000,0.111
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
